0.1, 0.9, 0, 4, 0
1.1, 1.9, 0, 4, 1
2.1, 2.9, 0, 4, 2
3.2, 5.2, 0, 4, 3
10.6, 11.0, 0, 5, 3
11.21, 12.81, 0, 5, 2
13.2, 14.6, 0, 5, 1
15.0, 18.21, 0, 5, 0
22.8, 23.4, 0, 6, 0
23.61, 24.41, 0, 6, 1
24.6, 25.6, 0, 6, 2
25.81, 28.61, 0, 6, 3
33.61, 33.91, 0, 7, 3
34.1, 35.61, 0, 7, 2
36.0, 37.5, 0, 7, 1
37.8, 45.19, 0, 7, 0
